step,train_loss,val_loss,hellaswag,mmlu,arc,lr,grad_norm,tokens_per_sec,mfu,dt_ms
1081,3.691644,,,,,2.398223e-03,0.1024,286333.65,0.525620,1831.04
1082,3.676569,,,,,2.398218e-03,0.1108,286247.52,0.525462,1831.59
1083,3.701269,,,,,2.398213e-03,0.1051,286515.82,0.525955,1829.87
1084,3.712887,,,,,2.398208e-03,0.1020,286416.82,0.525773,1830.51
1085,3.676126,,,,,2.398203e-03,0.1103,286352.11,0.525654,1830.92
1086,3.680313,,,,,2.398198e-03,0.1100,286451.74,0.525837,1830.28
1087,3.695293,,,,,2.398193e-03,0.1098,286552.41,0.526022,1829.64
1088,3.715136,,,,,2.398188e-03,0.1109,286526.27,0.525974,1829.81
1089,3.666672,,,,,2.398183e-03,0.1147,286566.34,0.526048,1829.55
1090,3.715937,,,,,2.398178e-03,0.1102,286538.30,0.525996,1829.73
1091,3.698634,,,,,2.398173e-03,0.1067,286208.99,0.525392,1831.84
1092,3.685365,,,,,2.398168e-03,0.1086,286679.87,0.526256,1828.83
1093,3.689710,,,,,2.398163e-03,0.1039,286529.04,0.525979,1829.79
1094,3.696186,,,,,2.398158e-03,0.1033,286502.35,0.525930,1829.96
1095,3.680681,,,,,2.398153e-03,0.1080,286629.05,0.526163,1829.15
1096,3.705285,,,,,2.398148e-03,0.1150,286582.14,0.526077,1829.45
1097,3.709652,,,,,2.398143e-03,0.1329,286561.37,0.526039,1829.58
1098,3.689967,,,,,2.398138e-03,0.1326,286685.93,0.526267,1828.79
1099,3.669333,,,,,2.398133e-03,0.1002,286486.93,0.525902,1830.06
1100,3.690946,,,,,2.398128e-03,0.1096,286659.39,0.526218,1828.96
1101,3.670663,,,,,2.398123e-03,0.1068,286619.60,0.526145,1829.21
1102,3.717519,,,,,2.398118e-03,0.1095,286603.95,0.526117,1829.31
1103,3.691294,,,,,2.398113e-03,0.1126,286480.36,0.525890,1830.10
1104,3.730912,,,,,2.398108e-03,0.1039,286624.79,0.526155,1829.18
1105,3.717124,,,,,2.398103e-03,0.1140,245832.30,0.451272,2132.71
1106,3.684960,,,,,2.398098e-03,0.1067,286630.17,0.526165,1829.14
1107,3.681615,,,,,2.398093e-03,0.1064,286758.45,0.526400,1828.33
1108,3.670786,,,,,2.398088e-03,0.0999,286745.18,0.526376,1828.41
1109,3.682071,,,,,2.398083e-03,0.1193,286665.60,0.526230,1828.92
1110,3.697292,,,,,2.398078e-03,0.1149,286778.46,0.526437,1828.20
1111,3.669838,,,,,2.398073e-03,0.0975,245717.94,0.451063,2133.70
1112,3.700812,,,,,2.398067e-03,0.1074,288269.50,0.529174,1818.74
1113,3.685165,,,,,2.398062e-03,0.1058,286848.86,0.526566,1827.75
1114,3.683165,,,,,2.398057e-03,0.0972,286651.25,0.526203,1829.01
1115,3.694293,,,,,2.398052e-03,0.1097,286857.62,0.526582,1827.69
1116,3.686975,,,,,2.398047e-03,0.0968,286839.96,0.526550,1827.81
1117,3.683857,,,,,2.398042e-03,0.1099,286999.14,0.526842,1826.79
1118,3.706299,,,,,2.398037e-03,0.1045,286923.68,0.526704,1827.27
1119,3.701762,,,,,2.398031e-03,0.1251,286832.36,0.526536,1827.86
1120,3.663410,,,,,2.398026e-03,0.1318,286915.74,0.526689,1827.32
1121,3.683529,,,,,2.398021e-03,0.1330,286831.02,0.526533,1827.86
1122,3.728422,,,,,2.398016e-03,0.1234,286917.05,0.526691,1827.32
1123,3.673309,,,,,2.398011e-03,0.1293,286908.48,0.526676,1827.37
1124,3.684783,,,,,2.398006e-03,0.1179,286934.80,0.526724,1827.20
1125,3.654453,,,,,2.398000e-03,0.1312,286881.91,0.526627,1827.54
1126,3.691897,,,,,2.397995e-03,0.1275,286923.01,0.526702,1827.28
1127,3.679541,,,,,2.397990e-03,0.1155,286871.54,0.526608,1827.61
1128,3.688907,,,,,2.397985e-03,0.1084,286820.32,0.526514,1827.93
1129,3.674418,,,,,2.397979e-03,0.1101,286971.57,0.526792,1826.97
1130,3.654317,,,,,2.397974e-03,0.1030,286803.93,0.526484,1828.04
1131,3.702338,,,,,2.397969e-03,0.1125,286846.92,0.526563,1827.76
1132,3.709177,,,,,2.397964e-03,0.1086,286747.24,0.526380,1828.40
1133,3.704042,,,,,2.397959e-03,0.0968,286954.05,0.526759,1827.08
1134,3.699178,,,,,2.397953e-03,0.0976,286854.21,0.526576,1827.72
1135,3.710675,,,,,2.397948e-03,0.1061,286166.27,0.525313,1832.11
1136,3.696907,,,,,2.397943e-03,0.1129,286526.65,0.525975,1829.81
1137,3.682036,,,,,2.397937e-03,0.1112,286866.64,0.526599,1827.64
1138,3.704232,,,,,2.397932e-03,0.1174,286990.63,0.526826,1826.85
1139,3.665377,,,,,2.397927e-03,0.1722,286871.95,0.526609,1827.60
1140,3.682873,,,,,2.397922e-03,0.1716,286952.88,0.526757,1827.09
1141,3.684228,,,,,2.397916e-03,0.1141,287041.51,0.526920,1826.52
1142,3.673018,,,,,2.397911e-03,0.1396,287009.70,0.526861,1826.73
1143,3.675355,,,,,2.397906e-03,0.1135,287027.46,0.526894,1826.61
1144,3.712604,,,,,2.397900e-03,0.1157,287048.03,0.526932,1826.48
1145,3.679403,,,,,2.397895e-03,0.1140,287084.26,0.526998,1826.25
1146,3.681667,,,,,2.397890e-03,0.1083,287051.70,0.526939,1826.46
1147,3.678864,,,,,2.397884e-03,0.1261,286991.35,0.526828,1826.84
1148,3.650272,,,,,2.397879e-03,0.1073,287023.63,0.526887,1826.64
1149,3.664136,,,,,2.397873e-03,0.1107,286920.12,0.526697,1827.30
1150,3.682686,,,,,2.397868e-03,0.1053,287067.55,0.526968,1826.36
1151,3.667306,,,,,2.397863e-03,0.1059,287085.99,0.527002,1826.24
1152,3.637634,,,,,2.397857e-03,0.1071,287087.30,0.527004,1826.23
1153,3.692670,,,,,2.397852e-03,0.0988,287107.28,0.527041,1826.10
1154,3.711078,,,,,2.397847e-03,0.1045,287048.33,0.526932,1826.48
1155,3.692623,,,,,2.397841e-03,0.1095,286986.89,0.526820,1826.87
1156,3.666543,,,,,2.397836e-03,0.1097,286999.10,0.526842,1826.79
1157,3.676651,,,,,2.397830e-03,0.1066,286998.95,0.526842,1826.79
1158,3.692892,,,,,2.397825e-03,0.1013,286776.25,0.526433,1828.21
1159,3.677375,,,,,2.397819e-03,0.0988,287025.62,0.526891,1826.62
1160,3.686435,,,,,2.397814e-03,0.1141,246889.36,0.453213,2123.57
1161,3.681951,,,,,2.397809e-03,0.1077,286991.20,0.526828,1826.84
1162,3.673473,,,,,2.397803e-03,0.0946,287026.82,0.526893,1826.62
1163,3.645289,,,,,2.397798e-03,0.1002,287006.25,0.526855,1826.75
1164,3.664480,,,,,2.397792e-03,0.0951,286996.48,0.526837,1826.81
1165,3.675135,,,,,2.397787e-03,0.0933,287023.56,0.526887,1826.64
1166,3.646557,,,,,2.397781e-03,0.1041,244865.48,0.449498,2141.13
1167,3.675486,,,,,2.397776e-03,0.1098,287514.91,0.527789,1823.52
1168,3.678968,,,,,2.397770e-03,0.1095,287073.62,0.526979,1826.32
1169,3.669973,,,,,2.397765e-03,0.1180,287051.51,0.526938,1826.46
1170,3.676166,,,,,2.397759e-03,0.1006,287163.55,0.527144,1825.75
1171,3.674328,,,,,2.397754e-03,0.0987,286383.43,0.525712,1830.72
1172,3.682119,,,,,2.397748e-03,0.1010,287177.65,0.527170,1825.66
1173,3.675706,,,,,2.397743e-03,0.0980,286623.86,0.526153,1829.18
1174,3.659960,,,,,2.397737e-03,0.1024,286989.06,0.526824,1826.86
1175,3.661839,,,,,2.397732e-03,0.0967,287096.44,0.527021,1826.17
1176,3.659754,,,,,2.397726e-03,0.1103,287058.26,0.526951,1826.42
1177,3.670249,,,,,2.397721e-03,0.1104,287110.46,0.527046,1826.08
1178,3.648904,,,,,2.397715e-03,0.1157,287024.65,0.526889,1826.63
1179,3.661514,,,,,2.397709e-03,0.1079,287174.80,0.527165,1825.68
1180,3.671443,,,,,2.397704e-03,0.1039,286987.00,0.526820,1826.87
1181,3.673793,,,,,2.397698e-03,0.1083,287038.66,0.526915,1826.54
1182,3.671872,,,,,2.397693e-03,0.1004,287099.11,0.527026,1826.16
1183,3.630527,,,,,2.397687e-03,0.1133,287292.69,0.527381,1824.93
1184,3.676254,,,,,2.397681e-03,0.1117,287122.87,0.527069,1826.01
1185,3.657137,,,,,2.397676e-03,0.1005,286902.34,0.526664,1827.41
1186,3.675369,,,,,2.397670e-03,0.1098,287013.60,0.526869,1826.70
1187,3.652802,,,,,2.397665e-03,0.1042,286815.60,0.526505,1827.96
1188,3.670024,,,,,2.397659e-03,0.1033,287038.73,0.526915,1826.54
1189,3.663429,,,,,2.397653e-03,0.1160,286933.15,0.526721,1827.21
1190,3.660437,,,,,2.397648e-03,0.1155,286873.82,0.526612,1827.59
1191,3.698807,,,,,2.397642e-03,0.1013,287026.33,0.526892,1826.62
1192,3.635982,,,,,2.397636e-03,0.1011,286753.26,0.526391,1828.36
1193,3.663800,,,,,2.397631e-03,0.1102,286992.21,0.526829,1826.84
1194,3.665311,,,,,2.397625e-03,0.1021,286872.29,0.526609,1827.60
1195,3.659669,,,,,2.397619e-03,0.1083,286933.90,0.526722,1827.21
1196,3.669257,,,,,2.397614e-03,0.1072,286949.25,0.526751,1827.11
1197,3.677663,,,,,2.397608e-03,0.1027,286854.70,0.526577,1827.71
1198,3.657065,,,,,2.397602e-03,0.1232,287173.38,0.527162,1825.68
1199,3.657642,,,,,2.397597e-03,0.1097,286997.53,0.526839,1826.80
1200,3.634038,,,,,2.397591e-03,0.1083,286992.77,0.526830,1826.83
1201,3.690198,,,,,2.397585e-03,0.1207,286994.45,0.526834,1826.82
1202,3.658770,,,,,2.397579e-03,0.1151,286957.15,0.526765,1827.06
1203,3.671935,,,,,2.397574e-03,0.1023,286984.90,0.526816,1826.88
1204,3.630822,,,,,2.397568e-03,0.0967,286944.98,0.526743,1827.14
1205,3.680089,,,,,2.397562e-03,0.0981,286942.92,0.526739,1827.15
1206,3.679992,,,,,2.397557e-03,0.0992,286897.06,0.526655,1827.44
1207,3.671821,,,,,2.397551e-03,0.1062,286845.16,0.526559,1827.77
1208,3.645115,,,,,2.397545e-03,0.1066,286859.15,0.526585,1827.68
1209,3.662936,,,,,2.397539e-03,0.1211,286801.28,0.526479,1828.05
1210,3.635370,,,,,2.397533e-03,0.1273,286889.80,0.526641,1827.49
1211,3.670240,,,,,2.397528e-03,0.1092,286992.92,0.526831,1826.83
1212,3.661074,,,,,2.397522e-03,0.1051,286137.71,0.525261,1832.29
1213,3.676289,,,,,2.397516e-03,0.1105,286853.13,0.526574,1827.72
1214,3.667717,,,,,2.397510e-03,0.1185,286867.50,0.526600,1827.63
1215,3.658120,,,,,2.397504e-03,0.1280,286759.72,0.526403,1828.32
1216,3.644789,,,,,2.397499e-03,0.0976,286922.26,0.526701,1827.28
1217,3.640491,,,,,2.397493e-03,0.1166,286833.56,0.526538,1827.85
1218,3.637969,,,,,2.397487e-03,0.1147,286867.72,0.526601,1827.63
1219,3.643192,,,,,2.397481e-03,0.1234,286681.44,0.526259,1828.82
1220,3.626177,,,,,2.397475e-03,0.1210,286858.18,0.526583,1827.69
1221,3.662989,,,,,2.397469e-03,0.1082,286867.61,0.526601,1827.63
1222,3.658724,,,,,2.397464e-03,0.1033,286689.93,0.526274,1828.76
1223,3.667048,,,,,2.397458e-03,0.1030,286552.00,0.526021,1829.64
1224,3.666973,,,,,2.397452e-03,0.1232,286777.53,0.526435,1828.20
1225,3.643830,,,,,2.397446e-03,0.1196,286964.57,0.526779,1827.01
1226,3.639345,,,,,2.397440e-03,0.1143,286873.75,0.526612,1827.59
1227,3.649986,,,,,2.397434e-03,0.1033,286944.46,0.526742,1827.14
1228,3.644065,,,,,2.397428e-03,0.0999,287013.11,0.526868,1826.70
1229,3.626328,,,,,2.397422e-03,0.0991,286710.37,0.526312,1828.63
1230,3.638078,,,,,2.397416e-03,0.1078,286995.43,0.526835,1826.82
1231,3.650552,,,,,2.397411e-03,0.1019,286959.89,0.526770,1827.04
1232,3.649209,,,,,2.397405e-03,0.0970,287019.48,0.526879,1826.66
1233,3.640357,,,,,2.397399e-03,0.0955,287100.38,0.527028,1826.15
1234,3.643261,,,,,2.397393e-03,0.1028,286965.69,0.526781,1827.01
1235,3.675446,,,,,2.397387e-03,0.0977,287144.50,0.527109,1825.87
1236,3.630867,,,,,2.397381e-03,0.1051,287077.25,0.526986,1826.30
1237,3.664381,,,,,2.397375e-03,0.1151,287067.66,0.526968,1826.36
1238,3.664218,,,,,2.397369e-03,0.1112,286981.35,0.526809,1826.91
1239,3.647852,,,,,2.397363e-03,0.1042,286996.44,0.526837,1826.81
1240,3.635797,,,,,2.397357e-03,0.0943,286973.59,0.526795,1826.96
1241,3.657266,,,,,2.397351e-03,0.1096,286983.11,0.526813,1826.89
1242,3.630661,,,,,2.397345e-03,0.1258,286899.16,0.526659,1827.43
1243,3.626117,,,,,2.397339e-03,0.0942,286832.77,0.526537,1827.85
1244,3.644533,,,,,2.397333e-03,0.1128,286841.12,0.526552,1827.80
1245,3.664768,,,,,2.397327e-03,0.1083,287022.81,0.526886,1826.64
1246,3.679051,,,,,2.397321e-03,0.1020,287032.48,0.526903,1826.58
1247,3.633460,,,,,2.397315e-03,0.1070,286951.46,0.526755,1827.10
1248,3.655777,,,,,2.397309e-03,0.1080,286546.17,0.526011,1829.68
1249,3.648891,,,,,2.397303e-03,0.1042,286887.93,0.526638,1827.50
1250,3.630934,,,,,2.397297e-03,0.1109,286907.21,0.526673,1827.38
1251,3.634511,,,,,2.397291e-03,0.1087,287063.28,0.526960,1826.38
1252,3.650172,,,,,2.397285e-03,0.0974,287114.92,0.527055,1826.06
1253,3.658492,,,,,2.397279e-03,0.1062,286986.55,0.526819,1826.87
1254,3.639873,,,,,2.397273e-03,0.1000,286899.61,0.526659,1827.43
1255,3.661135,,,,,2.397266e-03,0.1041,286806.48,0.526488,1828.02
1256,3.653155,,,,,2.397260e-03,0.1049,286853.28,0.526574,1827.72
1257,3.637505,,,,,2.397254e-03,0.1075,286915.07,0.526688,1827.33
1258,3.640611,,,,,2.397248e-03,0.1180,287031.35,0.526901,1826.59
1259,3.662702,,,,,2.397242e-03,0.1153,286975.50,0.526799,1826.94
1260,3.640129,,,,,2.397236e-03,0.1183,246260.99,0.452059,2128.99
1261,3.626645,,,,,2.397230e-03,0.1023,286790.54,0.526459,1828.12
1262,3.656966,,,,,2.397224e-03,0.1147,286969.62,0.526788,1826.98
1263,3.642705,,,,,2.397218e-03,0.1113,286758.30,0.526400,1828.33
1264,3.597336,,,,,2.397211e-03,0.1222,286890.14,0.526642,1827.49
1265,3.644458,,,,,2.397205e-03,0.1038,286895.34,0.526652,1827.45
1266,3.652660,,,,,2.397199e-03,0.1162,286917.43,0.526692,1827.31
1267,3.636591,,,,,2.397193e-03,0.1050,286615.87,0.526139,1829.24
1268,3.638153,,,,,2.397187e-03,0.1040,242544.11,0.445236,2161.62
1269,3.657474,,,,,2.397181e-03,0.1105,286870.42,0.526606,1827.61
1270,3.662433,,,,,2.397174e-03,0.0994,286876.44,0.526617,1827.57
1271,3.624725,,,,,2.397168e-03,0.1111,287006.96,0.526856,1826.74
1272,3.628597,,,,,2.397162e-03,0.1154,286722.63,0.526335,1828.55
1273,3.655648,,,,,2.397156e-03,0.1058,286932.59,0.526720,1827.22
1274,3.621050,,,,,2.397150e-03,0.1067,286995.13,0.526835,1826.82
1275,3.628575,,,,,2.397143e-03,0.1155,286954.64,0.526760,1827.08
1276,3.612637,,,,,2.397137e-03,0.1208,286926.79,0.526709,1827.25
1277,3.630183,,,,,2.397131e-03,0.1172,286970.37,0.526789,1826.98
1278,3.636971,,,,,2.397125e-03,0.1156,287032.55,0.526903,1826.58
1279,3.621104,,,,,2.397118e-03,0.0974,286955.99,0.526763,1827.07
1280,3.651183,,,,,2.397112e-03,0.1139,287088.01,0.527005,1826.23
1281,3.644942,,,,,2.397106e-03,0.1089,287015.88,0.526873,1826.69
1282,3.645953,,,,,2.397100e-03,0.1060,286892.99,0.526647,1827.47
1283,3.668447,,,,,2.397093e-03,0.1076,286994.72,0.526834,1826.82
1284,3.645026,,,,,2.397087e-03,0.1119,286983.33,0.526813,1826.89
1285,3.630512,,,,,2.397081e-03,0.1112,286991.72,0.526828,1826.84
1286,3.627096,,,,,2.397075e-03,0.1045,286994.42,0.526833,1826.82
1287,3.665238,,,,,2.397068e-03,0.1154,287063.31,0.526960,1826.38
1288,3.610835,,,,,2.397062e-03,0.1037,287044.35,0.526925,1826.51
1289,3.660919,,,,,2.397056e-03,0.1001,286967.23,0.526784,1827.00
1290,3.628539,,,,,2.397049e-03,0.1041,287031.46,0.526901,1826.59
1291,3.629895,,,,,2.397043e-03,0.1013,286955.92,0.526763,1827.07
1292,3.622238,,,,,2.397037e-03,0.1135,287067.25,0.526967,1826.36
1293,3.647329,,,,,2.397030e-03,0.1260,286978.16,0.526804,1826.93
1294,3.631515,,,,,2.397024e-03,0.1247,286858.63,0.526584,1827.69
1295,3.597834,,,,,2.397018e-03,0.0986,286931.09,0.526717,1827.23
1296,3.649618,,,,,2.397011e-03,0.1081,286978.65,0.526804,1826.92
1297,3.671084,,,,,2.397005e-03,0.1021,287042.41,0.526922,1826.52
1298,3.662987,,,,,2.396998e-03,0.0955,286984.42,0.526815,1826.89
1299,3.634541,,,,,2.396992e-03,0.1118,286937.01,0.526728,1827.19
1300,3.634908,,,,,2.396986e-03,0.1014,287021.05,0.526882,1826.65
1301,3.623134,,,,,2.396979e-03,0.1025,287187.26,0.527187,1825.60
1302,3.624742,,,,,2.396973e-03,0.0993,287321.96,0.527435,1824.74
1303,3.646945,,,,,2.396967e-03,0.0892,286908.48,0.526676,1827.37
1304,3.649336,,,,,2.396960e-03,0.1012,287030.79,0.526900,1826.59
1305,3.619671,,,,,2.396954e-03,0.0968,286854.92,0.526577,1827.71
1306,3.642660,,,,,2.396947e-03,0.0952,286980.41,0.526808,1826.91
1307,3.644942,,,,,2.396941e-03,0.0924,286879.51,0.526623,1827.55
1308,3.616325,,,,,2.396934e-03,0.0937,287100.49,0.527028,1826.15
1309,3.621449,,,,,2.396928e-03,0.0951,286757.26,0.526398,1828.33
1310,3.615635,,,,,2.396921e-03,0.0927,286862.75,0.526592,1827.66
1311,3.662951,,,,,2.396915e-03,0.0956,286828.36,0.526529,1827.88
1312,3.637685,,,,,2.396909e-03,0.0938,286070.00,0.525136,1832.73
1313,3.638066,,,,,2.396902e-03,0.1001,286912.67,0.526683,1827.34
1314,3.633693,,,,,2.396896e-03,0.1250,246492.92,0.452485,2126.99
1315,3.631060,,,,,2.396889e-03,0.1332,287586.57,0.527920,1823.06
1316,3.645907,,,,,2.396883e-03,0.1049,286678.64,0.526254,1828.84
1317,3.621460,,,,,2.396876e-03,0.0988,287096.07,0.527020,1826.18
1318,3.613272,,,,,2.396870e-03,0.0998,287234.60,0.527274,1825.30
1319,3.640941,,,,,2.396863e-03,0.1009,287179.53,0.527173,1825.65
1320,3.642641,,,,,2.396857e-03,0.1075,287229.49,0.527265,1825.33
1321,3.615030,,,,,2.396850e-03,0.1008,287094.72,0.527018,1826.18
1322,3.625178,,,,,2.396844e-03,0.1173,244175.22,0.448231,2147.18
1323,3.653717,,,,,2.396837e-03,0.1196,287641.49,0.528021,1822.71
1324,3.641839,,,,,2.396830e-03,0.1338,287176.30,0.527167,1825.67
1325,3.623451,,,,,2.396824e-03,0.1294,286938.62,0.526731,1827.18
1326,3.644970,,,,,2.396817e-03,0.1132,286986.36,0.526819,1826.87
1327,3.632246,,,,,2.396811e-03,0.1145,287269.27,0.527338,1825.08
1328,3.630746,,,,,2.396804e-03,0.1090,287052.75,0.526941,1826.45
1329,3.592895,,,,,2.396798e-03,0.1088,287209.35,0.527228,1825.46
1330,3.633379,,,,,2.396791e-03,0.0995,287088.80,0.527007,1826.22
1331,3.609519,,,,,2.396784e-03,0.1023,287267.99,0.527336,1825.08
1332,3.609002,,,,,2.396778e-03,0.1028,287104.69,0.527036,1826.12
1333,3.644201,,,,,2.396771e-03,0.0962,287238.20,0.527281,1825.27
1334,3.620792,,,,,2.396765e-03,0.1084,287192.88,0.527198,1825.56
1335,3.612513,,,,,2.396758e-03,0.1015,287010.37,0.526863,1826.72
1336,3.606390,,,,,2.396751e-03,0.1142,287281.05,0.527360,1825.00
1337,3.615427,,,,,2.396745e-03,0.1184,287128.76,0.527080,1825.97
1338,3.633141,,,,,2.396738e-03,0.1067,286929.67,0.526715,1827.24
1339,3.638492,,,,,2.396731e-03,0.1312,286982.36,0.526811,1826.90
1340,3.628375,,,,,2.396725e-03,0.1094,286940.90,0.526735,1827.16
1341,3.633790,,,,,2.396718e-03,0.1088,287004.01,0.526851,1826.76
1342,3.616419,,,,,2.396711e-03,0.1000,286913.65,0.526685,1827.34
1343,3.599883,,,,,2.396705e-03,0.1162,287001.12,0.526846,1826.78
1344,3.622141,,,,,2.396698e-03,0.1040,286809.73,0.526494,1828.00
1345,3.661698,,,,,2.396691e-03,0.1007,286972.24,0.526793,1826.96
1346,3.611167,,,,,2.396685e-03,0.1080,286782.87,0.526445,1828.17
1347,3.594807,,,,,2.396678e-03,0.0931,286997.71,0.526839,1826.80
1348,3.599456,,,,,2.396671e-03,0.0940,286854.29,0.526576,1827.72
1349,3.606712,,,,,2.396665e-03,0.0993,286981.98,0.526811,1826.90
1350,3.611471,,,,,2.396658e-03,0.0978,286918.66,0.526694,1827.31
1351,3.620415,,,,,2.396651e-03,0.0990,286778.01,0.526436,1828.20
1352,3.607501,,,,,2.396644e-03,0.0947,286301.89,0.525562,1831.24
1353,3.675600,,,,,2.396638e-03,0.0990,286629.28,0.526163,1829.15
1354,3.647447,,,,,2.396631e-03,0.1053,286805.13,0.526486,1828.03
1355,3.633288,,,,,2.396624e-03,0.1062,286766.38,0.526415,1828.28
1356,3.619033,,,,,2.396617e-03,0.1152,286835.28,0.526541,1827.84
1357,3.643779,,,,,2.396611e-03,0.1201,286828.21,0.526528,1827.88
1358,3.621395,,,,,2.396604e-03,0.1123,286770.16,0.526422,1828.25
1359,3.631453,,,,,2.396597e-03,0.1072,286726.78,0.526342,1828.53
1360,3.606843,,,,,2.396590e-03,0.1144,286735.53,0.526358,1828.47
1361,3.616325,,,,,2.396583e-03,0.1127,286802.21,0.526481,1828.05
1362,3.604170,,,,,2.396577e-03,0.0978,286040.42,0.525082,1832.92
1363,3.624483,,,,,2.396570e-03,0.1118,286881.91,0.526627,1827.54
1364,3.616518,,,,,2.396563e-03,0.1018,286875.58,0.526615,1827.58
1365,3.637493,,,,,2.396556e-03,0.0953,286793.46,0.526465,1828.10
1366,3.626589,,,,,2.396549e-03,0.1033,286789.38,0.526457,1828.13
1367,3.611022,,,,,2.396542e-03,0.0986,286687.57,0.526270,1828.78
1368,3.624203,,,,,2.396536e-03,0.0975,286741.96,0.526370,1828.43
1369,3.612618,,,,,2.396529e-03,0.1077,286669.86,0.526238,1828.89
1370,3.613223,,,,,2.396522e-03,0.1029,286724.73,0.526338,1828.54
1371,3.644791,,,,,2.396515e-03,0.1064,286674.60,0.526246,1828.86
1372,3.604462,,,,,2.396508e-03,0.0908,286820.54,0.526514,1827.93
1373,3.625705,,,,,2.396501e-03,0.0953,286720.24,0.526330,1828.57
1374,3.629433,,,,,2.396494e-03,0.0902,286592.03,0.526095,1829.39
1375,3.639463,,,,,2.396487e-03,0.0936,286678.79,0.526254,1828.83
1376,3.642066,,,,,2.396481e-03,0.0936,286556.89,0.526030,1829.61
1377,3.614590,,,,,2.396474e-03,0.1113,286756.81,0.526397,1828.34
1378,3.598033,,,,,2.396467e-03,0.1063,286597.67,0.526105,1829.35
1379,3.618168,,,,,2.396460e-03,0.1015,286653.86,0.526208,1828.99
1380,3.576962,,,,,2.396453e-03,0.1008,286760.29,0.526404,1828.31
1381,3.619860,,,,,2.396446e-03,0.1020,286747.35,0.526380,1828.40
1382,3.613909,,,,,2.396439e-03,0.1041,286884.75,0.526632,1827.52
1383,3.628187,,,,,2.396432e-03,0.1095,286859.56,0.526586,1827.68
1384,3.595201,,,,,2.396425e-03,0.0985,286863.19,0.526593,1827.66
1385,3.596193,,,,,2.396418e-03,0.1058,286837.94,0.526546,1827.82
1386,3.615770,,,,,2.396411e-03,0.1038,286896.02,0.526653,1827.45
1387,3.634633,,,,,2.396404e-03,0.1025,286945.21,0.526743,1827.14
1388,3.597234,,,,,2.396397e-03,0.0947,286870.53,0.526606,1827.61
1389,3.589708,,,,,2.396390e-03,0.0993,286792.22,0.526462,1828.11
1390,3.611835,,,,,2.396383e-03,0.1021,286859.64,0.526586,1827.68
1391,3.601631,,,,,2.396376e-03,0.1031,286877.71,0.526619,1827.57
1392,3.606824,,,,,2.396369e-03,0.1041,286879.40,0.526622,1827.56
1393,3.603733,,,,,2.396362e-03,0.1207,286937.94,0.526730,1827.18
1394,3.610322,,,,,2.396355e-03,0.1050,287032.59,0.526904,1826.58
1395,3.599900,,,,,2.396348e-03,0.1078,286691.42,0.526277,1828.75
1396,3.605473,,,,,2.396341e-03,0.0966,286774.01,0.526429,1828.23
1397,3.603005,,,,,2.396334e-03,0.1000,286772.40,0.526426,1828.24
1398,3.614533,,,,,2.396327e-03,0.0954,286835.43,0.526542,1827.84
1399,3.587821,,,,,2.396320e-03,0.1025,286873.67,0.526612,1827.59
1400,3.590827,,,,,2.396313e-03,0.0918,286882.58,0.526628,1827.54
1401,3.628733,,,,,2.396306e-03,0.0938,286906.35,0.526672,1827.38
1402,3.617311,,,,,2.396299e-03,0.0947,286833.93,0.526539,1827.85
1403,3.613335,,,,,2.396292e-03,0.0958,286793.83,0.526465,1828.10
1404,3.634155,,,,,2.396285e-03,0.1099,286797.83,0.526473,1828.08
1405,3.615793,,,,,2.396278e-03,0.1015,286801.84,0.526480,1828.05
1406,3.611056,,,,,2.396270e-03,0.1025,286817.32,0.526508,1827.95
1407,3.625566,,,,,2.396263e-03,0.1003,286809.32,0.526494,1828.00
1408,3.606643,,,,,2.396256e-03,0.1039,286807.52,0.526490,1828.01
1409,3.563958,,,,,2.396249e-03,0.0950,286751.76,0.526388,1828.37
1410,3.609963,,,,,2.396242e-03,0.0908,286829.97,0.526532,1827.87
1411,3.600537,,,,,2.396235e-03,0.1021,286937.57,0.526729,1827.18
