step,train_loss,val_loss,hellaswag,mmlu,arc,lr,grad_norm,tokens_per_sec,mfu,dt_ms
20427,3.112900,,,,,1.298733e-03,0.1102,287589.92,0.527927,1823.04
20428,3.072861,,,,,1.298647e-03,0.1169,287584.20,0.527916,1823.08
20429,3.084603,,,,,1.298562e-03,0.1159,287528.59,0.527814,1823.43
20430,3.120742,,,,,1.298476e-03,0.1111,287567.84,0.527886,1823.18
20431,3.114932,,,,,1.298391e-03,0.1187,287609.10,0.527962,1822.92
20432,3.099960,,,,,1.298305e-03,0.1105,287695.65,0.528121,1822.37
20433,3.117274,,,,,1.298220e-03,0.1095,287689.55,0.528109,1822.41
20434,3.129240,,,,,1.298134e-03,0.1248,287684.13,0.528100,1822.44
20435,3.134680,,,,,1.298048e-03,0.1079,287633.52,0.528007,1822.76
20436,3.119332,,,,,1.297963e-03,0.1101,287570.51,0.527891,1823.16
20437,3.121543,,,,,1.297877e-03,0.1165,287680.07,0.528092,1822.47
20438,3.116765,,,,,1.297792e-03,0.1203,287583.11,0.527914,1823.08
20439,3.105509,,,,,1.297706e-03,0.1084,287560.02,0.527872,1823.23
20440,3.125800,,,,,1.297621e-03,0.1226,287720.60,0.528166,1822.21
20441,3.119099,,,,,1.297535e-03,0.1157,287639.61,0.528018,1822.73
20442,3.113141,,,,,1.297450e-03,0.1128,287439.82,0.527651,1823.99
20443,3.096262,,,,,1.297364e-03,0.1127,287522.09,0.527802,1823.47
20444,3.103716,,,,,1.297278e-03,0.1136,287472.25,0.527711,1823.79
20445,3.100550,,,,,1.297193e-03,0.1103,287512.58,0.527785,1823.53
20446,3.106219,,,,,1.297107e-03,0.1038,287446.84,0.527664,1823.95
20447,3.155757,,,,,1.297022e-03,0.1123,287353.17,0.527492,1824.54
20448,3.096963,,,,,1.296936e-03,0.1045,287523.55,0.527805,1823.46
20449,3.107713,,,,,1.296851e-03,0.1056,287453.12,0.527675,1823.91
20450,3.117062,,,,,1.296765e-03,0.1129,287423.47,0.527621,1824.10
20451,3.141828,,,,,1.296679e-03,0.1043,287514.42,0.527788,1823.52
20452,3.113578,,,,,1.296594e-03,0.1102,287506.37,0.527773,1823.57
20453,3.108681,,,,,1.296508e-03,0.1058,287432.90,0.527638,1824.04
20454,3.132633,,,,,1.296423e-03,0.1119,287462.02,0.527692,1823.85
20455,3.113193,,,,,1.296337e-03,0.1032,287546.79,0.527847,1823.31
20456,3.111744,,,,,1.296252e-03,0.1019,287317.69,0.527427,1824.77
20457,3.099174,,,,,1.296166e-03,0.1037,287482.69,0.527730,1823.72
20458,3.107959,,,,,1.296080e-03,0.1020,287421.71,0.527618,1824.11
20459,3.118550,,,,,1.295995e-03,0.1037,287539.00,0.527833,1823.36
20460,3.098555,,,,,1.295909e-03,0.1021,244714.25,0.449220,2142.45
20461,3.125082,,,,,1.295824e-03,0.1102,288251.97,0.529142,1818.85
20462,3.118966,,,,,1.295738e-03,0.1054,287576.61,0.527902,1823.12
20463,3.112613,,,,,1.295653e-03,0.1059,287616.21,0.527975,1822.87
20464,3.112974,,,,,1.295567e-03,0.1072,287593.68,0.527934,1823.02
20465,3.131359,,,,,1.295481e-03,0.1071,287642.89,0.528024,1822.70
20466,3.120691,,,,,1.295396e-03,0.1071,287510.66,0.527781,1823.54
20467,3.128418,,,,,1.295310e-03,0.1051,287524.12,0.527806,1823.46
20468,3.093330,,,,,1.295225e-03,0.1133,287572.58,0.527895,1823.15
20469,3.099821,,,,,1.295139e-03,0.1023,287456.61,0.527682,1823.89
20470,3.125566,,,,,1.295054e-03,0.1079,287424.41,0.527623,1824.09
20471,3.118130,,,,,1.294968e-03,0.1072,287256.21,0.527314,1825.16
20472,3.136203,,,,,1.294883e-03,0.1044,287334.58,0.527458,1824.66
20473,3.134345,,,,,1.294797e-03,0.1155,287390.19,0.527560,1824.31
20474,3.120376,,,,,1.294711e-03,0.1104,287544.68,0.527844,1823.33
20475,3.114460,,,,,1.294626e-03,0.1179,287509.53,0.527779,1823.55
20476,3.097900,,,,,1.294540e-03,0.1136,287537.91,0.527831,1823.37
20477,3.126128,,,,,1.294455e-03,0.1091,287266.68,0.527333,1825.09
20478,3.120017,,,,,1.294369e-03,0.1083,287350.42,0.527487,1824.56
20479,3.128598,,,,,1.294284e-03,0.1111,287294.56,0.527384,1824.91
20480,3.126297,,,,,1.294198e-03,0.1050,287484.91,0.527734,1823.71
20481,3.105083,,,,,1.294112e-03,0.1058,287454.43,0.527678,1823.90
20482,3.100936,,,,,1.294027e-03,0.1129,247037.27,0.453484,2122.30
20483,3.117243,,,,,1.293941e-03,0.1084,287520.51,0.527799,1823.48
20484,3.117888,,,,,1.293856e-03,0.1025,287682.81,0.528097,1822.45
20485,3.120159,,,,,1.293770e-03,0.1121,286995.13,0.526835,1826.82
20486,3.121840,,,,,1.293685e-03,0.1004,287551.49,0.527856,1823.28
20487,3.118382,,,,,1.293599e-03,0.1013,287645.52,0.528029,1822.69
20488,3.114112,,,,,1.293514e-03,0.1096,287686.43,0.528104,1822.43
20489,3.123420,,,,,1.293428e-03,0.1020,287673.78,0.528081,1822.51
20490,3.112352,,,,,1.293342e-03,0.1061,287570.10,0.527890,1823.17
20491,3.111850,,,,,1.293257e-03,0.1094,287607.45,0.527959,1822.93
20492,3.116136,,,,,1.293171e-03,0.1068,287490.06,0.527743,1823.67
20493,3.130127,,,,,1.293086e-03,0.1089,287432.12,0.527637,1824.04
20494,3.125525,,,,,1.293000e-03,0.1035,287477.66,0.527721,1823.75
20495,3.098605,,,,,1.292915e-03,0.1071,287456.54,0.527682,1823.89
20496,3.127674,,,,,1.292829e-03,0.1020,287449.74,0.527669,1823.93
20497,3.108583,,,,,1.292743e-03,0.1058,287450.07,0.527670,1823.93
20498,3.100284,,,,,1.292658e-03,0.1045,287472.43,0.527711,1823.79
20499,3.083447,,,,,1.292572e-03,0.1034,287543.70,0.527842,1823.33
20500,3.113488,3.1180,0.3084,,,1.292487e-03,0.1077,18094.22,0.033215,28975.44
20501,3.144064,,,,,1.292401e-03,0.1047,291034.35,0.534250,1801.46
20502,3.130540,,,,,1.292316e-03,0.1029,290815.54,0.533848,1802.82
20503,3.114852,,,,,1.292230e-03,0.1124,290707.32,0.533649,1803.49
20504,3.072515,,,,,1.292145e-03,0.1096,290427.08,0.533135,1805.23
20505,3.106571,,,,,1.292059e-03,0.1172,290323.67,0.532945,1805.87
20506,3.107941,,,,,1.291973e-03,0.1042,290214.55,0.532745,1806.55
20507,3.126869,,,,,1.291888e-03,0.1178,290038.89,0.532422,1807.65
20508,3.151752,,,,,1.291802e-03,0.1050,289763.53,0.531917,1809.37
20509,3.105180,,,,,1.291717e-03,0.1235,289790.22,0.531966,1809.20
20510,3.131007,,,,,1.291631e-03,0.1101,289658.87,0.531725,1810.02
20511,3.113037,,,,,1.291546e-03,0.1135,289567.98,0.531558,1810.59
20512,3.113507,,,,,1.291460e-03,0.1105,289201.33,0.530885,1812.88
20513,3.118262,,,,,1.291375e-03,0.1034,289094.03,0.530688,1813.56
20514,3.131877,,,,,1.291289e-03,0.1114,288912.75,0.530355,1814.69
20515,3.136569,,,,,1.291203e-03,0.1012,288863.07,0.530264,1815.01
20516,3.103094,,,,,1.291118e-03,0.1080,288762.25,0.530079,1815.64
20517,3.121159,,,,,1.291032e-03,0.0992,288376.71,0.529371,1818.07
20518,3.117809,,,,,1.290947e-03,0.1048,288345.55,0.529314,1818.26
20519,3.081632,,,,,1.290861e-03,0.1003,288292.18,0.529216,1818.60
20520,3.099978,,,,,1.290776e-03,0.1127,288430.12,0.529469,1817.73
20521,3.136805,,,,,1.290690e-03,0.0988,288342.79,0.529309,1818.28
20522,3.118545,,,,,1.290605e-03,0.1080,288128.77,0.528916,1819.63
20523,3.109939,,,,,1.290519e-03,0.0999,288084.04,0.528834,1819.91
20524,3.130830,,,,,1.290433e-03,0.1013,288219.10,0.529082,1819.06
20525,3.098876,,,,,1.290348e-03,0.1038,288061.02,0.528791,1820.06
20526,3.103061,,,,,1.290262e-03,0.1083,287882.68,0.528464,1821.19
20527,3.106005,,,,,1.290177e-03,0.1089,287719.89,0.528165,1822.22
20528,3.117347,,,,,1.290091e-03,0.1055,287727.53,0.528179,1822.17
20529,3.116464,,,,,1.290006e-03,0.1173,287589.54,0.527926,1823.04
20530,3.106796,,,,,1.289920e-03,0.1010,287621.86,0.527985,1822.84
20531,3.101559,,,,,1.289835e-03,0.1152,287601.13,0.527947,1822.97
20532,3.121581,,,,,1.289749e-03,0.1057,287570.70,0.527891,1823.16
20533,3.121048,,,,,1.289663e-03,0.1161,245227.62,0.450162,2137.96
20534,3.129100,,,,,1.289578e-03,0.1096,287495.02,0.527752,1823.64
20535,3.118023,,,,,1.289492e-03,0.1103,287465.74,0.527699,1823.83
20536,3.142348,,,,,1.289407e-03,0.1064,287247.65,0.527298,1825.21
20537,3.122545,,,,,1.289321e-03,0.1046,287291.97,0.527380,1824.93
20538,3.134267,,,,,1.289236e-03,0.1045,287305.71,0.527405,1824.84
20539,3.163132,,,,,1.289150e-03,0.1092,287208.56,0.527227,1825.46
20540,3.135694,,,,,1.289065e-03,0.1030,287105.40,0.527037,1826.12
20541,3.112111,,,,,1.288979e-03,0.1121,287038.47,0.526914,1826.54
20542,3.101152,,,,,1.288893e-03,0.1001,287115.07,0.527055,1826.06
20543,3.139878,,,,,1.288808e-03,0.1076,287006.33,0.526855,1826.75
20544,3.110286,,,,,1.288722e-03,0.1059,286896.92,0.526654,1827.44
20545,3.109443,,,,,1.288637e-03,0.1140,286999.06,0.526842,1826.79
20546,3.128787,,,,,1.288551e-03,0.0977,286920.61,0.526698,1827.29
20547,3.117823,,,,,1.288466e-03,0.1044,286838.80,0.526548,1827.81
20548,3.115489,,,,,1.288380e-03,0.1129,286791.14,0.526460,1828.12
20549,3.092241,,,,,1.288295e-03,0.1024,286758.45,0.526400,1828.33
20550,3.100102,,,,,1.288209e-03,0.1076,286652.85,0.526206,1829.00
20551,3.098324,,,,,1.288124e-03,0.0997,286657.41,0.526215,1828.97
20552,3.141370,,,,,1.288038e-03,0.1144,286447.15,0.525829,1830.31
20553,3.136632,,,,,1.287952e-03,0.1066,286424.05,0.525786,1830.46
20554,3.122965,,,,,1.287867e-03,0.1099,286582.40,0.526077,1829.45
20555,3.107874,,,,,1.287781e-03,0.1150,286407.42,0.525756,1830.57
20556,3.106225,,,,,1.287696e-03,0.1092,286424.61,0.525787,1830.46
20557,3.102343,,,,,1.287610e-03,0.1078,286504.73,0.525935,1829.95
20558,3.130416,,,,,1.287525e-03,0.1134,286545.50,0.526009,1829.68
20559,3.117051,,,,,1.287439e-03,0.1086,286376.79,0.525700,1830.76
20560,3.113160,,,,,1.287354e-03,0.1077,286373.51,0.525694,1830.78
20561,3.098312,,,,,1.287268e-03,0.1031,286455.47,0.525844,1830.26
20562,3.105441,,,,,1.287182e-03,0.1016,286500.96,0.525928,1829.97
20563,3.143661,,,,,1.287097e-03,0.1048,286426.67,0.525791,1830.44
20564,3.108017,,,,,1.287011e-03,0.1142,286613.25,0.526134,1829.25
20565,3.111222,,,,,1.286926e-03,0.1024,285964.80,0.524943,1833.40
20566,3.111961,,,,,1.286840e-03,0.1067,286628.46,0.526162,1829.16
20567,3.097182,,,,,1.286755e-03,0.1025,247135.00,0.453664,2121.46
20568,3.098776,,,,,1.286669e-03,0.1147,288242.71,0.529125,1818.91
20569,3.104921,,,,,1.286584e-03,0.1018,286830.60,0.526533,1827.87
20570,3.093935,,,,,1.286498e-03,0.1499,286696.73,0.526287,1828.72
20571,3.119699,,,,,1.286413e-03,0.1112,286908.71,0.526676,1827.37
20572,3.118544,,,,,1.286327e-03,0.1032,286904.03,0.526668,1827.40
20573,3.126768,,,,,1.286241e-03,0.1037,286722.93,0.526335,1828.55
20574,3.125122,,,,,1.286156e-03,0.1097,286886.51,0.526635,1827.51
20575,3.148509,,,,,1.286070e-03,0.1074,286940.75,0.526735,1827.16
20576,3.082226,,,,,1.285985e-03,0.1138,286888.34,0.526639,1827.50
20577,3.117168,,,,,1.285899e-03,0.1091,287011.83,0.526865,1826.71
20578,3.133262,,,,,1.285814e-03,0.1109,287076.39,0.526984,1826.30
20579,3.113601,,,,,1.285728e-03,0.1074,287003.56,0.526850,1826.76
20580,3.108325,,,,,1.285643e-03,0.1157,287272.57,0.527344,1825.05
20581,3.111250,,,,,1.285557e-03,0.1035,287134.23,0.527090,1825.93
20582,3.089840,,,,,1.285472e-03,0.1249,287171.13,0.527158,1825.70
20583,3.122213,,,,,1.285386e-03,0.1052,287331.43,0.527452,1824.68
20584,3.094017,,,,,1.285300e-03,0.1169,287294.56,0.527384,1824.91
20585,3.103106,,,,,1.285215e-03,0.1111,287327.93,0.527446,1824.70
20586,3.130662,,,,,1.285129e-03,0.1239,287308.41,0.527410,1824.83
20587,3.103049,,,,,1.285044e-03,0.1049,287352.19,0.527490,1824.55
20588,3.097110,,,,,1.284958e-03,0.1123,287008.39,0.526859,1826.73
20589,3.105550,,,,,1.284873e-03,0.1091,286898.94,0.526658,1827.43
20590,3.095904,,,,,1.284787e-03,0.1101,287327.78,0.527445,1824.70
20591,3.128223,,,,,1.284702e-03,0.1112,287278.72,0.527355,1825.02
20592,3.117693,,,,,1.284616e-03,0.1083,287529.19,0.527815,1823.43
20593,3.143466,,,,,1.284531e-03,0.1121,287526.22,0.527810,1823.44
20594,3.107416,,,,,1.284445e-03,0.1100,287525.77,0.527809,1823.45
20595,3.124043,,,,,1.284360e-03,0.1065,287502.99,0.527767,1823.59
20596,3.110947,,,,,1.284274e-03,0.1210,287434.56,0.527641,1824.03
20597,3.145491,,,,,1.284188e-03,0.1107,287495.55,0.527753,1823.64
20598,3.103230,,,,,1.284103e-03,0.1184,287685.64,0.528102,1822.43
20599,3.135118,,,,,1.284017e-03,0.1072,287551.15,0.527855,1823.29
20600,3.117998,,,,,1.283932e-03,0.1045,287560.96,0.527873,1823.22
20601,3.101629,,,,,1.283846e-03,0.1060,287582.96,0.527914,1823.08
20602,3.122479,,,,,1.283761e-03,0.1120,287662.64,0.528060,1822.58
20603,3.113304,,,,,1.283675e-03,0.1013,287883.17,0.528465,1821.18
20604,3.127253,,,,,1.283590e-03,0.1030,287850.09,0.528404,1821.39
20605,3.103609,,,,,1.283504e-03,0.1015,287741.54,0.528205,1822.08
20606,3.088294,,,,,1.283419e-03,0.1044,287781.60,0.528278,1821.83
20607,3.123613,,,,,1.283333e-03,0.1001,287834.11,0.528375,1821.49
20608,3.126293,,,,,1.283248e-03,0.1090,287847.83,0.528400,1821.41
20609,3.093571,,,,,1.283162e-03,0.0999,287882.61,0.528464,1821.19
20610,3.138130,,,,,1.283076e-03,0.1066,287791.92,0.528297,1821.76
20611,3.092584,,,,,1.282991e-03,0.1078,287732.16,0.528188,1822.14
20612,3.087144,,,,,1.282905e-03,0.1104,287773.02,0.528263,1821.88
20613,3.120536,,,,,1.282820e-03,0.1087,287777.16,0.528270,1821.85
20614,3.118939,,,,,1.282734e-03,0.1129,287826.01,0.528360,1821.54
20615,3.099726,,,,,1.282649e-03,0.1150,287832.49,0.528372,1821.50
20616,3.120812,,,,,1.282563e-03,0.1056,287847.49,0.528399,1821.41
20617,3.119082,,,,,1.282478e-03,0.1117,287832.57,0.528372,1821.50
20618,3.113991,,,,,1.282392e-03,0.1097,287899.83,0.528496,1821.08
20619,3.130147,,,,,1.282307e-03,0.0999,287831.29,0.528370,1821.51
20620,3.117717,,,,,1.282221e-03,0.1173,287705.47,0.528139,1822.31
20621,3.110640,,,,,1.282136e-03,0.1018,287596.84,0.527939,1823.00
20622,3.133036,,,,,1.282050e-03,0.1150,246001.70,0.451583,2131.24
20623,3.126655,,,,,1.281965e-03,0.1006,289004.25,0.530523,1814.12
20624,3.115406,,,,,1.281879e-03,0.1078,287941.15,0.528571,1820.82
20625,3.149502,,,,,1.281793e-03,0.1058,287966.83,0.528618,1820.65
20626,3.139570,,,,,1.281708e-03,0.1013,287887.13,0.528472,1821.16
20627,3.128392,,,,,1.281622e-03,0.1055,288152.71,0.528960,1819.48
20628,3.127465,,,,,1.281537e-03,0.1069,288100.61,0.528864,1819.81
20629,3.117262,,,,,1.281451e-03,0.1117,288079.66,0.528826,1819.94
20630,3.081633,,,,,1.281366e-03,0.1082,288057.66,0.528785,1820.08
20631,3.103439,,,,,1.281280e-03,0.1160,288043.66,0.528760,1820.17
20632,3.092162,,,,,1.281195e-03,0.1078,288050.30,0.528772,1820.13
20633,3.104625,,,,,1.281109e-03,0.1093,288096.12,0.528856,1819.84
20634,3.113808,,,,,1.281024e-03,0.1110,245428.04,0.450530,2136.22
20635,3.139977,,,,,1.280938e-03,0.1087,288535.90,0.529663,1817.06
20636,3.085756,,,,,1.280853e-03,0.1065,288149.65,0.528954,1819.50
20637,3.122260,,,,,1.280767e-03,0.1016,287921.39,0.528535,1820.94
20638,3.116410,,,,,1.280682e-03,0.1044,288032.12,0.528738,1820.24
20639,3.105618,,,,,1.280596e-03,0.0997,287925.80,0.528543,1820.91
20640,3.093514,,,,,1.280510e-03,0.1031,287794.29,0.528302,1821.75
20641,3.082135,,,,,1.280425e-03,0.1034,287903.53,0.528502,1821.05
20642,3.119992,,,,,1.280339e-03,0.1025,287707.54,0.528143,1822.29
20643,3.136195,,,,,1.280254e-03,0.1115,287875.30,0.528450,1821.23
20644,3.090630,,,,,1.280168e-03,0.1004,287893.65,0.528484,1821.12
20645,3.120651,,,,,1.280083e-03,0.1080,287821.27,0.528351,1821.57
20646,3.104194,,,,,1.279997e-03,0.1059,287836.41,0.528379,1821.48
20647,3.111805,,,,,1.279912e-03,0.1093,287871.68,0.528444,1821.26
20648,3.136074,,,,,1.279826e-03,0.1097,287853.21,0.528410,1821.37
20649,3.109628,,,,,1.279741e-03,0.1202,287750.38,0.528221,1822.02
20650,3.109256,,,,,1.279655e-03,0.1109,287781.64,0.528279,1821.83
20651,3.119835,,,,,1.279570e-03,0.1205,287799.53,0.528311,1821.71
20652,3.079508,,,,,1.279484e-03,0.1172,287741.95,0.528206,1822.08
20653,3.114324,,,,,1.279399e-03,0.1074,287678.22,0.528089,1822.48
20654,3.089925,,,,,1.279313e-03,0.1220,287726.10,0.528177,1822.18
20655,3.094224,,,,,1.279228e-03,0.1047,287778.33,0.528272,1821.85
20656,3.134897,,,,,1.279142e-03,0.1148,287671.60,0.528077,1822.52
20657,3.123089,,,,,1.279056e-03,0.1036,287816.56,0.528343,1821.60
20658,3.112056,,,,,1.278971e-03,0.1100,287905.00,0.528505,1821.05
20659,3.108328,,,,,1.278885e-03,0.1004,287819.57,0.528348,1821.59
20660,3.099268,,,,,1.278800e-03,0.1051,287216.44,0.527241,1825.41
20661,3.116824,,,,,1.278714e-03,0.1048,287820.78,0.528350,1821.58
20662,3.135719,,,,,1.278629e-03,0.1070,287805.18,0.528322,1821.68
20663,3.122400,,,,,1.278543e-03,0.1030,287640.89,0.528020,1822.72
20664,3.092008,,,,,1.278458e-03,0.1047,287662.57,0.528060,1822.58
20665,3.103195,,,,,1.278372e-03,0.1041,287628.21,0.527997,1822.80
20666,3.115954,,,,,1.278287e-03,0.1077,287618.70,0.527979,1822.86
20667,3.119514,,,,,1.278201e-03,0.1028,287647.85,0.528033,1822.67
20668,3.098612,,,,,1.278116e-03,0.1046,287703.06,0.528134,1822.32
20669,3.084542,,,,,1.278030e-03,0.1057,287662.94,0.528061,1822.58
20670,3.111750,,,,,1.277945e-03,0.1053,287438.80,0.527649,1824.00
20671,3.123987,,,,,1.277859e-03,0.1081,287548.55,0.527851,1823.30
20672,3.112143,,,,,1.277774e-03,0.1070,287600.83,0.527947,1822.97
20673,3.101693,,,,,1.277688e-03,0.1100,287422.95,0.527620,1824.10
20674,3.108350,,,,,1.277603e-03,0.1068,287460.41,0.527689,1823.86
20675,3.108948,,,,,1.277517e-03,0.1038,287676.60,0.528086,1822.49
20676,3.119859,,,,,1.277432e-03,0.1112,287466.95,0.527701,1823.82
20677,3.108719,,,,,1.277346e-03,0.1024,287704.76,0.528137,1822.31
20678,3.123139,,,,,1.277261e-03,0.1083,287683.38,0.528098,1822.45
20679,3.132998,,,,,1.277175e-03,0.1049,287647.93,0.528033,1822.67
20680,3.092630,,,,,1.277089e-03,0.1164,287661.21,0.528057,1822.59
20681,3.103377,,,,,1.277004e-03,0.1000,287604.21,0.527953,1822.95
20682,3.094934,,,,,1.276918e-03,0.1149,287558.86,0.527870,1823.24
20683,3.107880,,,,,1.276833e-03,0.1035,287653.61,0.528044,1822.64
20684,3.130589,,,,,1.276747e-03,0.1045,287512.88,0.527785,1823.53
20685,3.137076,,,,,1.276662e-03,0.1155,287418.82,0.527613,1824.13
20686,3.124701,,,,,1.276576e-03,0.1079,287550.21,0.527854,1823.29
20687,3.095180,,,,,1.276491e-03,0.1136,287655.38,0.528047,1822.63
20688,3.125996,,,,,1.276405e-03,0.1172,287580.59,0.527909,1823.10
20689,3.132989,,,,,1.276320e-03,0.1089,287485.17,0.527734,1823.70
20690,3.114665,,,,,1.276234e-03,0.1172,246152.30,0.451860,2129.93
20691,3.124559,,,,,1.276149e-03,0.1162,287625.28,0.527992,1822.82
20692,3.135861,,,,,1.276063e-03,0.1267,287452.86,0.527675,1823.91
20693,3.091653,,,,,1.275978e-03,0.1115,287465.59,0.527698,1823.83
20694,3.087708,,,,,1.275892e-03,0.1178,287553.44,0.527860,1823.27
20695,3.104531,,,,,1.275807e-03,0.1109,287404.69,0.527587,1824.22
20696,3.129475,,,,,1.275721e-03,0.1200,287613.84,0.527971,1822.89
20697,3.128021,,,,,1.275636e-03,0.1127,287510.43,0.527781,1823.54
20698,3.102521,,,,,1.275550e-03,0.1111,287592.82,0.527932,1823.02
20699,3.077634,,,,,1.275465e-03,0.1171,287583.56,0.527915,1823.08
20700,3.106739,,,,,1.275379e-03,0.1105,287512.58,0.527785,1823.53
20701,3.115346,,,,,1.275294e-03,0.1063,287653.20,0.528043,1822.64
20702,3.109180,,,,,1.275208e-03,0.1131,287623.85,0.527989,1822.83
20703,3.099500,,,,,1.275123e-03,0.1105,287566.90,0.527884,1823.19
20704,3.118068,,,,,1.275037e-03,0.1083,287633.26,0.528006,1822.77
20705,3.081413,,,,,1.274952e-03,0.1038,287619.37,0.527981,1822.85
20706,3.128009,,,,,1.274866e-03,0.1140,287511.64,0.527783,1823.54
20707,3.119807,,,,,1.274781e-03,0.1088,287568.33,0.527887,1823.18
20708,3.108614,,,,,1.274695e-03,0.1090,287551.94,0.527857,1823.28
20709,3.092108,,,,,1.274610e-03,0.1036,287451.09,0.527672,1823.92
20710,3.116303,,,,,1.274524e-03,0.1092,287577.55,0.527904,1823.12
20711,3.121827,,,,,1.274439e-03,0.1050,287533.14,0.527822,1823.40
20712,3.117994,,,,,1.274353e-03,0.1074,287418.93,0.527613,1824.12
20713,3.120436,,,,,1.274267e-03,0.1032,287507.24,0.527775,1823.56
20714,3.107639,,,,,1.274182e-03,0.1191,287383.55,0.527548,1824.35
20715,3.090875,,,,,1.274096e-03,0.1038,287397.71,0.527574,1824.26
20716,3.135991,,,,,1.274011e-03,0.1242,287620.24,0.527982,1822.85
20717,3.145646,,,,,1.273925e-03,0.1177,287555.28,0.527863,1823.26
20718,3.100397,,,,,1.273840e-03,0.1213,287349.56,0.527485,1824.57
20719,3.116233,,,,,1.273754e-03,0.1187,287294.19,0.527384,1824.92
20720,3.114261,,,,,1.273669e-03,0.1105,287355.57,0.527496,1824.53
20721,3.147855,,,,,1.273583e-03,0.1155,287388.58,0.527557,1824.32
20722,3.122336,,,,,1.273498e-03,0.1240,246622.82,0.452724,2125.87
20723,3.097311,,,,,1.273412e-03,0.1169,288847.36,0.530235,1815.10
20724,3.096449,,,,,1.273327e-03,0.1254,287499.46,0.527761,1823.61
20725,3.111794,,,,,1.273241e-03,0.1187,287575.70,0.527901,1823.13
20726,3.096582,,,,,1.273156e-03,0.1290,287382.31,0.527545,1824.36
20727,3.114244,,,,,1.273070e-03,0.1169,287412.96,0.527602,1824.16
20728,3.126574,,,,,1.272985e-03,0.1237,287267.62,0.527335,1825.09
20729,3.098146,,,,,1.272899e-03,0.1146,287400.07,0.527578,1824.24
20730,3.103906,,,,,1.272814e-03,0.1142,287445.53,0.527662,1823.96
20731,3.127223,,,,,1.272728e-03,0.1239,287461.91,0.527692,1823.85
20732,3.126069,,,,,1.272643e-03,0.1106,287550.10,0.527853,1823.29
20733,3.098381,,,,,1.272557e-03,0.1133,287318.66,0.527429,1824.76
20734,3.109761,,,,,1.272472e-03,0.1118,287449.96,0.527670,1823.93
20735,3.082456,,,,,1.272386e-03,0.1087,287345.32,0.527478,1824.59
20736,3.105602,,,,,1.272301e-03,0.1208,287503.29,0.527768,1823.59
20737,3.138360,,,,,1.272215e-03,0.1137,287405.44,0.527588,1824.21
20738,3.123643,,,,,1.272130e-03,0.1250,287560.74,0.527873,1823.23
20739,3.099589,,,,,1.272044e-03,0.1135,287477.24,0.527720,1823.75
20740,3.104610,,,,,1.271959e-03,0.1129,287406.68,0.527590,1824.20
20741,3.097783,,,,,1.271873e-03,0.1050,287434.22,0.527641,1824.03
20742,3.112270,,,,,1.271788e-03,0.1153,287477.96,0.527721,1823.75
20743,3.118099,,,,,1.271702e-03,0.1093,287505.66,0.527772,1823.57
20744,3.104043,,,,,1.271617e-03,0.1154,287599.62,0.527944,1822.98
20745,3.118762,,,,,1.271531e-03,0.1067,287618.13,0.527978,1822.86
20746,3.123676,,,,,1.271446e-03,0.1170,287652.44,0.528041,1822.64
20747,3.105743,,,,,1.271360e-03,0.1106,287563.14,0.527877,1823.21
20748,3.098924,,,,,1.271275e-03,0.1088,287534.61,0.527825,1823.39
20749,3.117345,,,,,1.271189e-03,0.1166,287547.43,0.527849,1823.31
20750,3.136407,,,,,1.271104e-03,0.1056,287554.87,0.527862,1823.26
20751,3.085993,,,,,1.271018e-03,0.1133,287503.06,0.527767,1823.59
20752,3.121302,,,,,1.270933e-03,0.1125,287535.09,0.527826,1823.39
20753,3.099494,,,,,1.270847e-03,0.1123,287577.36,0.527904,1823.12
20754,3.121696,,,,,1.270762e-03,0.1152,287144.88,0.527110,1825.87
20755,3.133488,,,,,1.270676e-03,0.1027,287147.54,0.527115,1825.85
20756,3.121356,,,,,1.270591e-03,0.1102,287564.38,0.527880,1823.20
20757,3.129842,,,,,1.270505e-03,0.1050,287543.89,0.527842,1823.33
20758,3.129539,,,,,1.270420e-03,0.1074,287530.28,0.527817,1823.42
20759,3.113709,,,,,1.270334e-03,0.1141,287536.26,0.527828,1823.38
20760,3.097575,,,,,1.270249e-03,0.1082,287544.68,0.527844,1823.33
20761,3.123363,,,,,1.270163e-03,0.1141,287554.57,0.527862,1823.26
20762,3.113089,,,,,1.270078e-03,0.1078,287440.46,0.527652,1823.99
20763,3.138300,,,,,1.269992e-03,0.1077,287512.39,0.527784,1823.53
20764,3.152966,,,,,1.269907e-03,0.1082,287400.11,0.527578,1824.24
20765,3.112173,,,,,1.269821e-03,0.1035,287542.80,0.527840,1823.34
20766,3.118334,,,,,1.269736e-03,0.1074,287562.84,0.527877,1823.21
20767,3.130879,,,,,1.269650e-03,0.1073,287504.79,0.527770,1823.58
20768,3.125418,,,,,1.269565e-03,0.1069,287334.99,0.527459,1824.66
20769,3.110124,,,,,1.269479e-03,0.1019,287415.62,0.527607,1824.15
20770,3.121701,,,,,1.269394e-03,0.1063,287259.85,0.527321,1825.13
20771,3.110260,,,,,1.269308e-03,0.1026,287542.46,0.527839,1823.34
20772,3.119215,,,,,1.269223e-03,0.1070,287595.49,0.527937,1823.00
20773,3.121547,,,,,1.269137e-03,0.1014,287535.39,0.527827,1823.39
20774,3.150489,,,,,1.269052e-03,0.1072,287481.23,0.527727,1823.73
